League,Date,Team,Opponent,Location,PTS,MIN,FGM-A,FG%,3PM-A,3P%,FTM-A,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,Points off Turnovers,2nd Chance Points,Points in the Paint,Fastbreak Points,Bench Points,Conference
WBB,2024-01-06,Rochester,Emory,Home,69,200,27-71,38.0281690140845,4-20,20.0,11-20,55.0,12,29,41,15,9,1,11,19,19,10,42,10,10,True
WBB,2024-01-06,WashU,Chicago,Away,79,200,27-57,47.36842105263158,9-23,39.130434782608695,16-24,66.66666666666667,8,29,37,11,4,0,14,22,11,6,32,13,37,True
WBB,2024-01-12,Brandeis,Carnegie Mellon,Away,54,200,17-66,25.75757575757576,5-25,20.0,15-18,83.33333333333333,14,21,35,4,5,3,15,11,17,14,22,0,29,True
WBB,2024-01-12,Carnegie Mellon,Brandeis,Home,73,200,31-59,52.54237288135593,6-15,40.0,5-11,45.45454545454545,10,34,44,20,8,3,18,21,18,2,48,7,27,True
WBB,2024-01-12,Case Western,NYU,Home,58,200,23-60,38.333333333333336,6-20,30.0,6-7,85.71428571428571,6,22,28,15,4,3,16,19,9,6,20,9,29,True
WBB,2024-01-12,Chicago,Rochester,Home,73,200,25-61,40.98360655737705,6-16,37.5,17-28,60.71428571428572,11,30,41,11,9,1,19,14,16,9,32,23,17,True
WBB,2024-01-12,Emory,WashU,Away,76,200,28-66,42.42424242424242,7-19,36.8421052631579,13-21,61.90476190476191,9,27,36,16,4,3,11,19,15,5,34,9,20,True
WBB,2024-01-12,NYU,Case Western,Away,84,200,31-64,48.4375,5-16,31.25,17-23,73.91304347826087,13,31,44,18,8,3,9,10,24,10,48,15,40,True
WBB,2024-01-12,Rochester,Chicago,Away,65,200,25-63,39.68253968253968,5-18,27.77777777777778,10-15,66.66666666666667,11,30,41,13,11,6,21,22,8,6,32,15,19,True
WBB,2024-01-12,WashU,Emory,Home,73,200,27-67,40.298507462686565,4-19,21.05263157894737,15-20,75.0,10,29,39,11,7,6,11,21,12,10,46,11,16,True
WBB,2024-01-14,Brandeis,Case Western,Away,53,200,19-57,33.333333333333336,8-26,30.76923076923077,7-10,70.0,7,24,31,10,8,1,15,17,14,11,20,2,31,True
WBB,2024-01-14,Carnegie Mellon,NYU,Home,61,200,21-63,33.333333333333336,9-29,31.03448275862069,10-15,66.66666666666667,13,15,28,14,14,2,17,16,14,6,16,6,16,True
WBB,2024-01-14,Case Western,Brandeis,Home,64,200,21-52,40.38461538461539,6-17,35.294117647058826,16-18,88.88888888888889,8,32,40,9,9,0,16,10,18,10,30,10,20,True
WBB,2024-01-14,Chicago,Emory,Home,72,200,22-52,42.30769230769231,5-14,35.714285714285715,23-30,76.66666666666667,16,27,43,8,6,2,15,12,15,18,32,6,23,True
WBB,2024-01-14,Emory,Chicago,Away,58,200,23-59,38.983050847457626,2-15,13.333333333333334,10-12,83.33333333333333,10,18,28,14,5,2,13,23,11,4,34,7,24,True
WBB,2024-01-14,NYU,Carnegie Mellon,Away,90,200,34-63,53.96825396825397,14-25,56.0,8-10,80.0,14,31,45,24,6,4,21,16,11,15,38,10,43,True
WBB,2024-01-14,Rochester,WashU,Away,75,200,28-69,40.57971014492754,8-17,47.05882352941177,11-14,78.57142857142857,8,30,38,8,8,2,15,20,25,7,32,9,13,True
WBB,2024-01-14,WashU,Rochester,Home,71,200,30-66,45.45454545454545,6-21,28.571428571428573,5-14,35.714285714285715,8,26,34,11,8,6,20,15,17,8,48,8,3,True
WBB,2024-01-19,Brandeis,Chicago,Home,53,200,20-60,33.333333333333336,8-27,29.62962962962963,5-9,55.55555555555556,11,24,35,12,5,3,23,21,12,5,18,0,30,True
WBB,2024-01-19,Carnegie Mellon,Rochester,Away,67,200,27-79,34.177215189873415,8-27,29.62962962962963,5-7,71.42857142857143,15,29,44,13,6,0,10,17,12,7,32,11,17,True
WBB,2024-01-19,Case Western,Emory,Away,55,200,19-50,38.0,6-17,35.294117647058826,11-16,68.75,8,25,33,10,3,3,16,18,7,3,22,3,6,True
WBB,2024-01-19,Chicago,Brandeis,Away,65,200,22-55,40.0,3-9,33.333333333333336,18-29,62.06896551724138,12,30,42,12,7,2,18,16,26,9,28,0,25,True
WBB,2024-01-19,Emory,Case Western,Home,61,200,21-65,32.30769230769231,2-17,11.764705882352942,17-21,80.95238095238095,20,25,45,10,6,3,9,14,9,16,32,4,22,True
WBB,2024-01-19,NYU,WashU,Home,67,200,26-59,44.067796610169495,6-16,37.5,9-12,75.0,13,24,37,15,8,4,18,11,22,14,34,12,16,True
WBB,2024-01-19,Rochester,Carnegie Mellon,Home,84,200,32-73,43.83561643835616,9-27,33.333333333333336,11-15,73.33333333333333,13,37,50,17,7,8,11,8,7,12,40,9,25,True
WBB,2024-01-19,WashU,NYU,Away,56,200,22-52,42.30769230769231,6-20,30.0,6-9,66.66666666666667,7,21,28,13,9,2,23,15,20,8,30,0,15,True
WBB,2024-01-21,Brandeis,WashU,Home,48,200,15-55,27.27272727272728,8-29,27.58620689655172,10-16,62.5,10,20,30,12,4,3,23,26,7,15,14,0,19,True
WBB,2024-01-21,Carnegie Mellon,Emory,Away,52,200,24-57,42.10526315789474,2-17,11.764705882352942,2-6,33.333333333333336,11,20,31,12,12,3,18,8,22,10,42,6,4,True
WBB,2024-01-21,Case Western,Rochester,Away,62,200,22-66,33.333333333333336,5-20,25.0,13-14,92.85714285714286,15,23,38,12,8,3,14,18,12,7,32,6,20,True
WBB,2024-01-21,Chicago,NYU,Away,42,200,16-56,28.571428571428573,5-24,20.83333333333333,5-9,55.55555555555556,8,31,39,10,6,5,19,20,2,10,16,2,6,True
WBB,2024-01-21,Emory,Carnegie Mellon,Home,62,200,26-59,44.067796610169495,9-25,36.0,1-3,33.333333333333336,13,23,36,20,7,3,19,11,22,14,30,10,20,True
WBB,2024-01-21,NYU,Chicago,Home,67,200,22-61,36.0655737704918,4-15,26.666666666666668,19-25,76.0,9,33,42,15,9,6,9,9,15,12,32,10,16,True
WBB,2024-01-21,Rochester,Case Western,Home,82,200,32-67,47.76119402985075,5-19,26.31578947368421,13-21,61.90476190476191,16,29,45,18,9,3,10,11,21,24,50,6,33,True
WBB,2024-01-21,WashU,Brandeis,Away,83,200,27-58,46.55172413793103,5-19,26.31578947368421,24-34,70.58823529411765,16,31,47,13,13,5,15,19,19,19,42,0,26,True
WBB,2024-01-26,Brandeis,Emory,Home,57,200,19-60,31.666666666666668,4-21,19.047619047619047,15-18,83.33333333333333,11,24,35,8,2,3,14,22,4,11,30,0,21,True
WBB,2024-01-26,Carnegie Mellon,WashU,Away,81,200,31-60,51.66666666666666,6-16,37.5,13-22,59.09090909090909,9,24,33,16,8,1,18,21,19,11,42,13,32,True
WBB,2024-01-26,Case Western,Chicago,Away,59,200,22-62,35.483870967741936,4-21,19.047619047619047,11-15,73.33333333333333,8,32,40,11,10,1,16,22,8,4,24,12,3,True
WBB,2024-01-26,Chicago,Case Western,Home,64,200,22-53,41.50943396226416,5-18,27.77777777777778,15-32,46.875,7,33,40,11,10,5,16,8,16,12,24,8,9,True
WBB,2024-01-26,Emory,Brandeis,Away,81,200,29-66,43.93939393939394,7-21,33.333333333333336,16-27,59.25925925925926,14,29,43,10,7,4,6,18,16,18,38,0,43,True
WBB,2024-01-26,NYU,Rochester,Home,86,200,35-67,52.23880597014925,7-15,46.66666666666666,9-11,81.81818181818181,11,24,35,21,14,4,13,15,20,9,48,19,29,True
WBB,2024-01-26,Rochester,NYU,Away,59,200,23-55,41.81818181818182,0-10,0.0,13-21,61.90476190476191,10,21,31,10,4,7,21,13,11,9,40,10,25,True
WBB,2024-01-26,WashU,Carnegie Mellon,Home,90,200,35-71,49.29577464788732,7-24,29.166666666666668,13-24,54.16666666666666,15,24,39,17,9,1,12,19,24,25,52,9,29,True
WBB,2024-01-28,Brandeis,Rochester,Home,60,200,22-64,34.375,7-35,20.0,9-11,81.81818181818181,11,30,41,11,3,1,13,24,9,14,18,0,25,True
WBB,2024-01-28,Carnegie Mellon,Chicago,Away,58,200,25-54,46.2962962962963,2-14,14.285714285714286,6-6,100.0,3,26,29,11,9,3,18,9,17,4,34,6,7,True
WBB,2024-01-28,Case Western,WashU,Away,65,200,21-60,35.0,9-28,32.142857142857146,14-16,87.5,9,16,25,11,6,3,11,18,12,10,22,4,14,True
WBB,2024-01-28,Chicago,Carnegie Mellon,Home,72,200,32-78,41.02564102564103,4-20,20.0,4-6,66.66666666666667,22,26,48,8,8,3,13,10,22,23,40,6,4,True
WBB,2024-01-28,Emory,NYU,Away,41,200,17-60,28.33333333333333,4-17,23.529411764705884,3-6,50.0,12,21,33,10,3,3,16,17,5,7,22,5,17,True
WBB,2024-01-28,NYU,Emory,Home,74,200,29-63,46.03174603174603,7-15,46.66666666666666,9-15,60.0,16,32,48,18,6,5,11,15,14,18,42,9,22,True
WBB,2024-01-28,Rochester,Brandeis,Away,78,200,29-62,46.774193548387096,8-17,47.05882352941177,12-30,40.0,11,32,43,19,5,2,6,16,11,12,34,0,17,True
WBB,2024-01-28,WashU,Case Western,Home,82,200,32-56,57.142857142857146,8-23,34.78260869565217,10-17,58.8235294117647,12,24,36,13,5,3,17,13,10,17,48,10,29,True
WBB,2024-02-02,Brandeis,Emory,Away,50,200,15-57,26.31578947368421,3-20,15.0,17-24,70.83333333333333,13,32,45,9,4,3,18,15,6,9,20,2,23,True
WBB,2024-02-02,Carnegie Mellon,WashU,Home,69,200,25-64,39.0625,6-20,30.0,13-21,61.90476190476191,13,25,38,16,8,2,14,17,22,8,34,13,18,True
WBB,2024-02-02,Case Western,Chicago,Home,43,200,18-65,27.692307692307693,4-27,14.814814814814817,3-5,60.0,12,28,40,9,7,2,14,17,6,5,26,2,9,True
WBB,2024-02-02,Chicago,Case Western,Away,59,200,20-52,38.46153846153846,6-20,30.0,13-22,59.09090909090909,8,34,42,13,9,3,15,13,20,3,18,4,23,True
WBB,2024-02-02,Emory,Brandeis,Home,76,200,28-67,41.791044776119406,7-18,38.888888888888886,13-17,76.47058823529412,10,29,39,22,4,2,8,21,20,15,30,7,38,True
WBB,2024-02-02,NYU,Rochester,Away,95,200,39-73,53.42465753424658,10-24,41.66666666666666,7-12,58.333333333333336,10,42,52,23,6,7,9,18,17,15,54,15,40,True
WBB,2024-02-02,Rochester,NYU,Home,53,200,19-65,29.23076923076923,4-20,20.0,11-20,55.0,9,28,37,14,7,3,11,12,14,5,24,14,16,True
WBB,2024-02-02,WashU,Carnegie Mellon,Away,71,200,27-60,45.0,3-15,20.0,14-20,70.0,11,30,41,16,6,5,18,19,12,10,42,4,12,True
WBB,2024-02-04,Brandeis,Rochester,Away,51,200,19-65,29.23076923076923,8-36,22.22222222222222,5-8,62.5,17,19,36,9,10,3,21,14,9,16,16,3,17,True
WBB,2024-02-04,Carnegie Mellon,Chicago,Home,57,200,21-60,35.0,8-24,33.333333333333336,7-11,63.63636363636363,10,30,40,12,6,4,15,13,12,3,24,7,10,True
WBB,2024-02-04,Case Western,WashU,Home,74,200,24-51,47.05882352941177,10-26,38.46153846153846,16-24,66.66666666666667,4,23,27,14,5,3,14,20,19,3,22,13,16,True
WBB,2024-02-04,Chicago,Carnegie Mellon,Away,70,200,27-64,42.1875,8-25,32.0,8-9,88.88888888888889,7,30,37,20,8,4,9,13,16,9,30,4,23,True
WBB,2024-02-04,Emory,NYU,Home,46,200,18-51,35.294117647058826,3-13,23.07692307692308,7-8,87.5,3,18,21,11,6,2,21,11,8,2,18,2,13,True
WBB,2024-02-04,NYU,Emory,Away,82,200,32-61,52.459016393442624,6-14,42.85714285714285,12-14,85.71428571428571,11,30,41,18,13,3,18,9,22,6,46,10,10,True
WBB,2024-02-04,Rochester,Brandeis,Home,83,200,35-61,57.377049180327866,4-16,25.0,9-15,60.0,12,31,43,16,12,1,20,11,30,17,52,4,34,True
WBB,2024-02-04,WashU,Case Western,Away,84,200,30-64,46.875,8-23,34.78260869565217,16-21,76.19047619047619,13,27,40,15,9,0,13,22,14,14,38,16,28,True
WBB,2024-02-09,Brandeis,Carnegie Mellon,Home,72,200,25-66,37.87878787878788,13-34,38.23529411764706,9-13,69.23076923076923,9,24,33,15,9,7,8,12,19,8,20,0,22,True
WBB,2024-02-09,Carnegie Mellon,Brandeis,Away,70,200,30-64,46.875,5-11,45.45454545454545,5-11,45.45454545454545,13,35,48,14,1,6,17,19,5,13,44,0,12,True
WBB,2024-02-09,Case Western,NYU,Away,67,200,26-54,48.14814814814815,10-15,66.66666666666667,5-9,55.55555555555556,3,20,23,18,6,0,11,7,18,2,26,0,14,True
WBB,2024-02-09,Chicago,Rochester,Away,74,200,26-61,42.62295081967213,10-20,50.0,12-19,63.1578947368421,8,36,44,13,4,1,16,20,15,10,28,3,14,True
WBB,2024-02-09,Emory,WashU,Home,61,200,24-60,40.0,4-18,22.22222222222222,9-10,90.0,4,16,20,11,3,3,11,14,17,4,28,4,4,True
WBB,2024-02-09,NYU,Case Western,Home,82,200,34-62,54.83870967741935,12-27,44.44444444444444,2-4,50.0,9,27,36,19,7,6,12,9,10,16,42,13,25,True
WBB,2024-02-09,Rochester,Chicago,Home,70,200,27-71,38.0281690140845,3-17,17.647058823529413,13-18,72.22222222222223,12,32,44,15,8,6,11,19,12,9,32,11,19,True
WBB,2024-02-09,WashU,Emory,Away,72,200,28-55,50.90909090909091,4-10,40.0,12-15,80.0,12,31,43,12,4,3,18,12,15,13,48,9,10,True
WBB,2024-02-11,Brandeis,Case Western,Home,64,200,24-72,33.333333333333336,9-32,28.125,7-8,87.5,16,24,40,10,6,2,14,18,14,15,20,0,20,True
WBB,2024-02-11,Carnegie Mellon,NYU,Away,54,200,20-63,31.746031746031747,6-22,27.27272727272728,8-10,80.0,19,13,32,10,3,0,22,21,15,16,22,5,14,True
WBB,2024-02-11,Case Western,Brandeis,Away,71,200,28-64,43.75,7-22,31.818181818181817,8-13,61.53846153846154,11,31,42,17,7,4,15,14,13,6,28,0,16,True
WBB,2024-02-11,Chicago,Emory,Away,57,200,17-63,26.984126984126984,2-18,11.11111111111111,21-28,75.0,18,23,41,6,7,1,16,23,15,9,28,4,18,True
WBB,2024-02-11,Emory,Chicago,Home,64,200,21-55,38.18181818181818,3-14,21.428571428571427,19-24,79.16666666666667,14,31,45,8,3,6,17,24,12,10,26,0,19,True
WBB,2024-02-11,NYU,Carnegie Mellon,Home,76,200,28-56,50.0,7-20,35.0,13-16,81.25,15,24,39,21,12,6,21,13,25,20,40,17,38,True
WBB,2024-02-11,Rochester,WashU,Home,55,200,16-56,28.571428571428573,4-16,25.0,19-29,65.51724137931035,13,27,40,9,6,3,15,18,12,12,20,2,32,True
WBB,2024-02-11,Rochester,Washington-St. Louis,Home,55,200,16-56,28.571428571428573,4-16,25.0,19-29,65.51724137931035,13,27,40,9,6,3,15,18,12,12,20,2,32,False
WBB,2024-02-11,WashU,Rochester,Away,70,200,28-58,48.27586206896552,6-14,42.85714285714285,8-18,44.44444444444444,8,31,39,14,10,2,14,24,16,4,42,11,21,True
WBB,2024-02-11,Washington-St. Louis,Rochester,Away,70,200,28-58,48.27586206896552,6-14,42.85714285714285,8-18,44.44444444444444,8,31,39,14,10,2,14,24,16,4,42,11,21,False
WBB,2024-02-16,Brandeis,Chicago,Away,51,200,20-62,32.25806451612903,6-27,22.22222222222222,5-6,83.33333333333333,8,28,36,8,8,4,16,12,13,3,26,8,25,True
WBB,2024-02-16,Carnegie Mellon,Rochester,Home,78,200,31-72,43.05555555555556,8-21,38.095238095238095,8-10,80.0,15,41,56,17,6,5,13,11,15,17,36,4,18,True
WBB,2024-02-16,Case Western,Emory,Home,71,200,25-63,39.68253968253968,7-22,31.818181818181817,14-15,93.33333333333331,14,23,37,14,8,1,16,15,18,15,32,5,13,True
WBB,2024-02-16,Chicago,Brandeis,Home,63,200,25-63,39.68253968253968,6-19,31.57894736842105,7-10,70.0,12,33,45,8,9,3,18,9,21,9,30,6,20,True
WBB,2024-02-16,Emory,Case Western,Away,83,200,29-62,46.774193548387096,13-21,61.90476190476191,12-16,75.0,12,25,37,21,5,2,16,10,15,5,16,8,7,True
WBB,2024-02-16,NYU,WashU,Away,80,200,31-52,59.61538461538461,4-8,50.0,14-19,73.6842105263158,9,23,32,9,8,7,14,16,22,12,54,11,12,True
WBB,2024-02-16,Rochester,Carnegie Mellon,Away,41,200,18-71,25.35211267605634,2-16,12.5,3-10,30.0,15,27,42,7,6,4,13,9,10,6,30,0,13,True
WBB,2024-02-16,WashU,NYU,Home,56,200,22-55,40.0,4-15,26.666666666666668,8-12,66.66666666666667,9,12,21,9,6,2,15,22,9,12,32,2,17,True
WBB,2024-02-18,Brandeis,WashU,Away,30,200,7-56,12.5,0-23,0.0,16-24,66.66666666666667,9,17,26,3,5,3,12,23,5,3,10,2,7,True
WBB,2024-02-18,Carnegie Mellon,Emory,Home,54,200,23-61,37.704918032786885,4-14,28.571428571428573,4-8,50.0,13,26,39,11,9,1,15,9,9,9,34,2,42,True
WBB,2024-02-18,Case Western,Rochester,Home,83,200,30-70,42.85714285714285,8-25,32.0,15-16,93.75,10,22,32,15,5,2,9,20,12,13,38,5,16,True
WBB,2024-02-18,Chicago,NYU,Home,76,200,25-66,37.87878787878788,8-21,38.095238095238095,18-22,81.81818181818181,14,21,35,16,8,2,10,19,24,14,24,6,25,True
WBB,2024-02-18,Emory,Carnegie Mellon,Away,72,200,30-71,42.25352112676056,11-33,33.333333333333336,1-1,100.0,14,27,41,28,8,2,10,14,14,8,22,8,28,True
WBB,2024-02-18,NYU,Chicago,Away,82,200,31-58,53.44827586206897,6-16,37.5,14-19,73.6842105263158,9,28,37,13,6,12,15,20,17,8,46,15,22,True
WBB,2024-02-18,Rochester,Case Western,Away,68,200,25-59,42.3728813559322,6-23,26.08695652173913,12-21,57.142857142857146,12,30,42,13,4,4,17,18,0,16,24,4,15,True
WBB,2024-02-18,WashU,Brandeis,Home,77,200,27-58,46.55172413793103,5-13,38.46153846153846,18-23,78.26086956521739,13,36,49,9,6,1,11,21,14,15,44,15,29,True
WBB,2024-02-2023,Emory,Rochester,Home,78,200,31-67,46.26865671641791,10-23,43.47826086956522,6-6,100.0,6,26,32,16,5,4,9,12,7,2,32,12,21,True
WBB,2024-02-2023,Rochester,Emory,Away,80,200,33-69,47.82608695652174,4-11,36.36363636363637,10-13,76.92307692307692,11,30,41,19,6,6,9,8,10,14,52,8,19,True
WBB,2024-02-23,Emory,Rochester,Home,78,200,31-67,46.26865671641791,10-23,43.47826086956522,6-6,100.0,6,26,32,16,5,4,9,12,7,2,32,12,21,True
WBB,2024-02-23,Rochester,Emory,Away,80,200,33-69,47.82608695652174,4-11,36.36363636363637,10-13,76.92307692307692,11,30,41,19,6,6,9,8,10,14,52,8,19,True
WBB,2024-02-24,Brandeis,NYU,Home,54,200,18-48,37.5,8-24,33.333333333333336,10-12,83.33333333333333,5,24,29,8,3,2,16,16,9,5,10,0,19,True
WBB,2024-02-24,Carnegie Mellon,Case Western,Away,52,200,23-69,33.333333333333336,2-23,8.695652173913043,4-5,80.0,17,26,43,14,3,1,15,10,8,18,26,4,20,True
WBB,2024-02-24,Case Western,Carnegie Mellon,Home,63,200,25-63,39.68253968253968,8-24,33.333333333333336,5-11,45.45454545454545,15,27,42,11,9,3,12,7,16,12,26,8,14,True
WBB,2024-02-24,Chicago,WashU,Away,58,200,21-64,32.8125,6-18,33.333333333333336,10-17,58.8235294117647,6,24,30,7,8,1,14,20,21,12,28,6,5,True
WBB,2024-02-24,NYU,Brandeis,Away,81,200,30-65,46.15384615384615,9-21,42.85714285714285,12-14,85.71428571428571,12,26,38,15,5,3,9,19,21,8,34,0,14,True
WBB,2024-02-24,WashU,Chicago,Home,75,200,28-57,49.12280701754386,5-12,41.66666666666666,14-26,53.84615384615385,6,31,37,10,4,5,18,20,13,5,44,10,37,True
WBB,2023-11-08,Allegheny,Carnegie Mellon,Away,43,200,15-60,25.0,3-18,16.666666666666668,10-15,66.66666666666667,7,22,29,10,7,3,13,12,10,4,18,9,4,False
WBB,2023-11-08,Benedictine (IL),Chicago,Away,48,200,21-63,33.333333333333336,5-18,27.77777777777778,1-6,16.666666666666668,11,22,33,11,11,1,18,18,15,2,18,8,14,False
WBB,2023-11-08,Carnegie Mellon,Allegheny,Home,80,200,32-73,43.83561643835616,5-19,26.31578947368421,11-13,84.61538461538461,20,38,58,16,9,4,13,12,13,22,46,12,25,False
WBB,2023-11-08,Chicago,Benedictine (IL),Home,91,200,32-61,52.459016393442624,9-19,47.36842105263158,18-22,81.81818181818181,9,34,43,13,12,6,12,10,19,8,32,20,37,False
WBB,2023-11-10,Allegheny,Rochester,Away,55,200,23-62,37.096774193548384,6-20,30.0,3-4,75.0,5,24,29,10,8,5,14,14,11,4,28,7,14,False
WBB,2023-11-10,Brandeis,Wellesley,Home,61,200,22-67,32.83582089552239,9-30,30.0,8-11,72.72727272727273,22,37,59,13,4,1,20,17,14,16,22,0,25,False
WBB,2023-11-10,Carnegie Mellon,Wash. & Jeff.,Away,60,200,26-72,36.11111111111112,3-19,15.789473684210526,5-14,35.714285714285715,19,24,43,13,8,0,12,6,9,16,28,6,13,False
WBB,2023-11-10,Johns Hopkins,WashU,Home,69,200,25-69,36.231884057971016,5-20,25.0,14-23,60.869565217391305,21,27,48,16,10,2,17,21,23,13,32,4,14,False
WBB,2023-11-10,MIT,NYU,Away,55,200,16-55,29.09090909090909,3-13,23.07692307692308,20-26,76.92307692307692,17,15,32,5,4,2,26,20,7,10,18,4,15,False
WBB,2023-11-10,NYU,MIT,Home,88,200,36-73,49.31506849315068,4-19,21.05263157894737,12-17,70.58823529411765,22,24,46,20,11,6,17,22,27,20,60,16,40,False
WBB,2023-11-10,Rochester,Allegheny,Home,72,200,27-67,40.298507462686565,5-22,22.727272727272727,13-17,76.47058823529412,16,32,48,16,8,6,14,12,12,8,42,4,20,False
WBB,2023-11-10,Wash. & Jeff.,Carnegie Mellon,Home,70,200,28-66,42.42424242424242,10-25,40.0,4-6,66.66666666666667,16,33,49,21,6,1,13,19,11,20,20,2,15,False
WBB,2023-11-10,WashU,Johns Hopkins,Away,56,200,20-55,36.36363636363637,3-15,20.0,13-21,61.90476190476191,13,26,39,9,5,4,23,23,8,4,28,10,35,False
WBB,2023-11-10,Wellesley,Brandeis,Away,38,200,16-65,24.615384615384617,1-11,9.090909090909092,5-8,62.5,12,24,36,8,4,4,12,13,13,6,8,0,3,False
WBB,2023-11-11,Baldwin Wallace,Rochester,Away,66,200,22-57,38.59649122807018,10-23,43.47826086956522,12-18,66.66666666666667,7,31,38,13,7,2,13,17,17,8,24,2,16,False
WBB,2023-11-11,Brandeis,Oberlin,Home,46,200,12-59,20.338983050847457,6-19,31.57894736842105,16-18,88.88888888888889,19,27,46,8,5,2,19,17,6,13,10,0,26,False
WBB,2023-11-11,Carnegie Mellon,Pitt.-Greensburg,Home,83,200,35-68,51.47058823529412,7-22,31.818181818181817,6-11,54.54545454545455,16,35,51,21,7,3,14,5,16,10,42,18,45,False
WBB,2023-11-11,Case Western,Waynesburg,Away,69,200,26-74,35.13513513513514,6-31,19.35483870967742,11-16,68.75,21,34,55,9,12,4,21,23,25,14,32,13,45,False
WBB,2023-11-11,Chicago,Pomona-Pitzer,Home,82,200,32-75,42.66666666666666,8-27,29.62962962962963,10-19,52.63157894736842,24,30,54,20,10,5,13,23,8,19,46,9,31,False
WBB,2023-11-11,Chris. Newport,Emory,Home,57,200,23-66,34.84848484848485,1-14,7.142857142857143,10-16,62.5,17,18,35,8,12,0,12,8,25,13,30,6,17,False
WBB,2023-11-11,Emory,Chris. Newport,Away,47,200,20-49,40.81632653061224,3-11,27.27272727272728,4-5,80.0,10,27,37,9,5,2,24,17,13,7,22,6,10,False
WBB,2023-11-11,Johns Hopkins,NYU,Away,52,200,19-69,27.536231884057973,8-24,33.333333333333336,6-14,42.85714285714285,12,22,34,11,4,2,11,20,7,11,18,6,24,False
WBB,2023-11-11,MIT,WashU,Home,70,200,26-63,41.26984126984127,6-20,30.0,12-15,80.0,12,28,40,16,11,2,20,16,10,7,32,15,7,False
WBB,2023-11-11,NYU,Johns Hopkins,Home,72,200,27-59,45.76271186440678,5-15,33.333333333333336,13-24,54.16666666666666,16,44,60,16,7,8,18,13,15,12,44,10,3,False
WBB,2023-11-11,Oberlin,Brandeis,Away,77,200,28-68,41.1764705882353,11-28,39.285714285714285,10-13,76.92307692307692,13,28,41,19,8,8,8,18,20,11,14,0,24,False
WBB,2023-11-11,Pitt.-Greensburg,Carnegie Mellon,Away,51,200,21-58,36.206896551724135,9-23,39.130434782608695,0-2,0.0,3,20,23,10,5,0,14,10,14,0,20,9,7,False
WBB,2023-11-11,Pomona-Pitzer,Chicago,Away,66,200,22-62,35.483870967741936,5-21,23.80952380952381,17-21,80.95238095238095,10,22,32,7,6,1,14,16,15,9,26,0,9,False
WBB,2023-11-11,Rochester,Baldwin Wallace,Home,61,200,22-57,38.59649122807018,5-18,27.77777777777778,12-19,63.1578947368421,10,30,40,15,7,5,14,15,5,7,34,3,14,False
WBB,2023-11-11,WashU,MIT,Away,58,200,22-58,37.93103448275862,4-18,22.22222222222222,10-14,71.42857142857143,9,28,37,17,5,0,23,13,14,9,32,7,15,False
WBB,2023-11-11,Waynesburg,Case Western,Home,49,200,17-64,26.5625,6-25,24.0,9-22,40.90909090909091,15,31,46,9,9,1,22,20,13,9,16,11,31,False
WBB,2023-11-12,Chicago,Denison,Home,85,200,30-59,50.84745762711864,3-15,20.0,22-31,70.96774193548387,12,31,43,20,13,2,23,22,23,10,36,14,25,False
WBB,2023-11-12,Denison,Chicago,Away,69,200,25-65,38.46153846153846,5-17,29.41176470588235,14-20,70.0,11,16,27,13,9,0,20,22,15,17,28,3,23,False
WBB,2023-11-12,Emory,N.C. Wesleyan,Away,81,200,32-60,53.333333333333336,7-18,38.888888888888886,10-15,66.66666666666667,10,29,39,19,10,4,16,18,32,0,48,16,41,False
WBB,2023-11-12,N.C. Wesleyan,Emory,Home,44,200,12-45,26.666666666666668,4-20,20.0,16-22,72.72727272727273,6,21,27,6,9,3,20,17,10,4,14,2,11,False
WBB,2023-11-13,Case Western,Marietta,Home,45,200,16-60,26.666666666666668,2-27,7.407407407407407,11-15,73.33333333333333,11,20,31,9,9,3,15,15,11,8,26,2,22,False
WBB,2023-11-13,Marietta,Case Western,Away,73,200,28-61,45.90163934426229,5-20,25.0,12-15,80.0,14,35,49,13,11,1,16,19,13,11,40,7,37,False
WBB,2023-11-14,Brandeis,Eastern Nazarene,Home,59,200,18-60,30.0,12-36,33.333333333333336,11-20,55.0,17,33,50,17,5,3,26,17,17,10,2,0,20,False
WBB,2023-11-14,Eastern Nazarene,Brandeis,Away,70,200,27-75,36.0,8-20,40.0,8-9,88.88888888888889,15,29,44,13,15,4,15,22,24,13,32,0,18,False
WBB,2023-11-14,Emory,LaGrange,Home,85,200,32-63,50.79365079365079,12-26,46.15384615384615,9-10,90.0,11,32,43,20,8,5,24,23,24,7,28,6,25,False
WBB,2023-11-14,LaGrange,Emory,Away,64,200,22-66,33.333333333333336,3-20,15.0,17-30,56.66666666666666,16,18,34,8,8,2,17,15,20,11,32,1,19,False
WBB,2023-11-15,Greenville,WashU,Away,43,200,12-38,31.57894736842105,1-9,11.11111111111111,18-22,81.81818181818181,5,28,33,7,11,1,27,19,15,6,18,7,15,False
WBB,2023-11-15,WashU,Greenville,Home,61,200,24-64,37.5,9-30,30.0,4-11,36.36363636363637,17,22,39,15,14,3,20,20,27,20,26,7,31,False
WBB,2023-11-16,Nazareth,Rochester,Home,47,200,18-58,31.03448275862069,3-8,37.5,8-12,66.66666666666667,9,30,39,11,5,6,18,19,7,0,24,4,10,False
